Task_ID,CPU_Usage (%),RAM_Usage (MB),Disk_IO (MB/s),Network_IO (MB/s),Priority,VM_ID,Execution_Time (s),Target (Optimal Scheduling)
15362,54,12462,78,10,2,103,3.82,1
15363,90,7258,79,29,1,104,5.75,0
15364,82,8695,7,32,2,106,1.85,1
15365,84,14129,12,16,3,103,1.08,1
15366,89,6661,23,34,1,104,7.65,0
15367,90,15019,40,17,1,108,8.43,0
15368,82,7106,7,38,1,101,2.42,1
15369,62,14226,68,20,3,106,7.97,0
15370,34,16347,62,35,3,103,7.74,0
15371,91,3663,61,22,2,107,7.12,0
15372,75,7378,19,19,2,103,8.68,0
15373,57,1268,6,15,2,103,5.3,0
15374,44,16158,49,5,3,101,1.93,1
15375,77,15283,66,7,2,105,9.16,0
15376,76,5986,51,14,2,109,3.39,1
15377,32,13789,99,41,2,102,6.52,0
15378,89,2928,98,27,1,106,1.33,1
15379,63,14303,75,23,2,104,1.06,1
15380,37,14496,48,23,2,100,6.49,0
15381,80,13498,64,13,2,103,3.63,1
15382,55,14956,98,7,1,108,1.82,1
15383,59,2935,30,14,3,109,8.22,0
15384,84,16120,88,35,1,100,9.99,0
15385,59,4021,18,44,1,106,1.58,1
15386,35,4005,58,18,3,101,1.49,1
15387,62,2095,58,43,2,108,9.16,0
15388,53,809,28,38,3,103,2.16,1
15389,75,15439,45,36,3,103,1.32,1
15390,37,2519,40,40,1,100,3.28,1
15391,70,15257,31,17,3,103,3.1,1
15392,79,13357,55,6,2,107,4.14,1
15393,83,13938,89,37,2,106,9.69,0
15394,51,11115,54,46,3,104,2.37,1
15395,80,15798,31,5,3,102,9.42,0
15396,70,10556,88,34,2,103,5.1,0
15397,40,2281,43,43,3,107,4.27,1
15398,90,12112,7,35,3,101,9.43,0
15399,32,10163,79,41,3,105,8.22,0
15400,44,7024,70,46,1,109,4.14,1
15401,39,6194,28,20,1,102,9.32,0
15402,93,5500,6,27,2,104,3.01,1
15403,82,9090,95,33,2,103,4.8,1
15404,87,2316,94,6,1,107,1.08,1
15405,33,13418,17,41,3,105,6.3,0
15406,59,9996,43,34,2,100,6.52,0
15407,86,6833,45,6,2,108,4.33,1
15408,54,3129,91,48,1,102,9.57,0
15409,38,5044,80,10,1,102,1.42,1
15410,69,10690,23,41,1,109,4.72,1
15411,81,12614,43,24,1,100,9.35,0
15412,36,15578,80,44,1,105,8.83,0
15413,50,7939,88,4,2,108,3.6,1
15414,33,14301,53,5,3,100,2.67,1
15415,32,13327,96,19,2,102,8.53,0
15416,72,11175,39,46,1,102,8.02,0
15417,43,14921,8,28,2,105,2.9,1
15418,50,4472,28,4,3,100,4.01,1
15419,59,3828,43,35,2,100,5.89,0
15420,92,5847,51,33,2,103,7.3,0
15421,85,7873,74,35,2,102,8.9,0
15422,30,11002,87,36,2,109,9.98,0
15423,65,10705,96,17,1,103,3.06,1
15424,77,9806,27,5,3,100,7.1,0
15425,73,14179,26,49,3,108,7.77,0
15426,59,12569,27,21,2,102,4.95,1
15427,81,13934,58,23,2,100,1.22,1
15428,52,3630,42,43,2,101,6.99,0
15429,44,14468,82,22,2,106,4.62,1
15430,71,10311,72,13,1,109,4.09,1
15431,86,702,88,41,1,108,4.61,1
15432,89,2100,60,16,2,107,3.67,1
15433,42,7939,64,46,2,106,7.92,0
15434,88,15132,75,16,1,104,9.49,0
15435,42,15030,46,5,1,107,5.32,0
15436,70,13277,36,27,3,103,9.99,0
15437,58,8609,18,2,2,107,9.93,0
15438,37,8941,73,33,2,105,9.45,0
15439,50,3318,11,15,2,106,9.42,0
15440,59,3785,51,13,2,105,8.42,0
15441,30,16368,89,19,1,101,9.68,0
15442,86,6002,5,38,1,104,5.27,0
15443,64,565,47,43,3,104,1.19,1
15444,46,13588,87,9,3,102,4.35,1
15445,94,7075,35,9,1,107,3.87,1
15446,70,573,35,26,2,104,2.12,1
15447,37,13859,47,37,2,103,3.63,1
15448,59,8176,98,37,1,109,9.42,0
15449,35,14881,78,20,3,100,6.39,0
15450,54,3318,89,49,1,102,3.69,1
15451,81,2683,68,29,3,103,5.75,0
15452,88,5804,95,15,2,109,3.8,1
15453,54,1480,28,45,1,106,7.59,0
15454,51,12061,39,1,1,102,5.2,0
15455,88,4834,22,9,2,106,8.65,0
15456,84,12600,57,23,1,109,3.08,1
15457,50,9463,97,31,1,100,7.84,0
15458,73,10127,58,22,3,104,1.89,1
15459,72,10611,29,30,2,105,7.82,0
15460,59,13378,18,15,1,100,9.74,0
15461,46,12413,81,29,2,108,4.93,1
15462,85,11055,76,4,1,109,9.53,0
15463,30,6329,30,44,3,107,2.73,1
15464,83,5820,45,12,2,107,1.55,1
15465,34,13499,21,14,1,102,2.2,1
15466,33,15710,70,16,2,104,5.69,0
15467,84,3350,29,37,3,107,8.88,0
15468,72,9610,20,1,2,107,1.29,1
15469,80,6450,37,29,2,104,7.81,0
15470,62,3589,83,47,1,100,6.51,0
15471,34,15050,90,45,3,105,8.01,0
15472,68,11398,95,41,1,102,8.82,0
15473,85,7710,58,42,1,107,3.29,1
15474,55,11123,58,1,3,106,9.54,0
15475,30,10700,78,44,3,107,4.87,1
15476,68,8203,90,7,1,108,8.94,0
15477,86,12424,27,21,3,109,3.7,1
15478,66,4526,37,40,3,105,8.79,0
15479,69,3763,49,13,1,102,5.52,0
15480,81,2637,5,27,2,108,9.63,0
15481,63,10177,56,45,2,108,1.18,1
15482,63,8661,66,33,1,105,3.54,1
15483,93,10138,27,20,1,103,9.14,0
15484,47,11063,97,49,2,108,4.17,1
15485,36,966,86,28,1,101,6.51,0
15486,57,11695,72,22,3,101,5.44,0
15487,31,3561,21,19,3,108,8.42,0
15488,62,13958,59,47,2,106,4.3,1
15489,78,8271,21,21,3,100,2.25,1
15490,82,4448,32,23,1,103,6.95,0
15491,75,12340,37,10,1,109,3.37,1
15492,54,4786,75,10,1,100,6.26,0
15493,79,645,13,17,3,109,5.94,0
15494,42,1271,28,45,1,103,7.97,0
15495,42,5722,27,7,2,109,10.0,0
15496,35,8478,38,1,1,102,7.25,0
15497,35,11096,15,44,2,100,1.12,1
15498,89,810,8,18,2,106,6.03,0
15499,78,640,42,33,2,106,6.07,0
15500,44,6775,50,4,1,107,6.62,0
15501,62,754,8,19,1,101,5.14,0
15502,75,9744,9,45,1,109,4.24,1
15503,80,2390,96,34,3,102,7.05,0
15504,92,4887,6,23,1,100,1.34,1
15505,84,4619,13,31,3,103,6.03,0
15506,51,16172,39,10,3,108,5.79,0
15507,63,10318,93,12,3,102,5.42,0
15508,52,12272,36,27,1,103,8.83,0
15509,93,8597,93,11,3,109,2.5,1
15510,84,15154,64,48,2,102,7.87,0
15511,50,5338,40,3,2,108,4.21,1
15512,65,4868,99,5,1,104,2.82,1
15513,39,4023,60,1,3,103,6.46,0
15514,94,6334,95,46,1,106,5.52,0
15515,86,13738,67,47,2,108,9.01,0
15516,46,14425,32,34,2,107,7.76,0
15517,53,16336,73,4,3,106,1.39,1
15518,88,9575,65,8,1,107,2.07,1
15519,84,10401,36,46,2,108,6.63,0
15520,44,4736,78,6,1,103,5.8,0
15521,34,3229,39,9,1,103,5.86,0
15522,33,13931,87,41,2,105,6.82,0
15523,74,1374,80,35,1,107,2.13,1
15524,30,11298,58,36,1,103,3.02,1
15525,61,11285,76,2,3,105,7.03,0
15526,35,10986,62,34,2,106,5.55,0
15527,50,9193,46,13,3,104,1.97,1
15528,83,15060,9,37,1,102,8.41,0
15529,54,905,44,22,3,101,9.92,0
15530,34,4655,62,40,1,108,1.6,1
15531,87,15242,90,42,2,103,5.29,0
15532,59,12087,10,17,3,103,7.88,0
15533,45,15823,10,25,2,108,9.73,0
15534,66,5415,57,26,2,103,9.25,0
15535,53,4698,41,48,2,102,1.56,1
15536,39,10677,68,31,2,104,5.92,0
15537,35,9652,32,32,3,109,9.14,0
15538,32,11312,21,20,3,103,1.3,1
15539,74,11213,42,12,1,102,2.58,1
15540,37,14058,89,3,2,103,2.05,1
15541,58,6603,12,37,3,101,4.38,1
15542,41,5434,80,44,1,101,3.04,1
15543,32,14492,40,16,1,103,3.86,1
15544,31,14896,50,27,1,109,5.25,0
15545,31,7466,6,21,1,106,8.8,0
15546,93,5052,9,43,1,105,5.11,0
15547,63,2456,78,35,3,101,4.23,1
15548,71,6512,57,16,3,109,6.28,0
15549,36,6464,64,36,2,107,5.5,0
15550,75,6921,95,33,3,102,1.3,1
15551,68,12586,22,39,1,103,7.1,0
15552,38,3512,14,35,3,103,7.96,0
15553,35,5088,63,49,3,102,8.94,0
15554,87,3620,78,39,2,100,2.85,1
15555,34,2597,28,23,3,107,6.44,0
15556,76,7930,12,39,1,109,1.1,1
15557,67,14000,77,34,3,107,6.85,0
15558,77,14751,77,21,1,107,5.37,0
15559,45,12149,27,10,1,101,5.92,0
15560,67,5041,93,31,2,107,8.07,0
15561,42,14886,76,9,3,106,2.1,1
15562,79,8883,68,43,2,106,9.1,0
15563,43,1964,61,48,2,100,2.77,1
15564,92,2296,33,37,2,107,5.17,0
15565,89,8131,14,1,1,104,5.87,0
15566,71,6683,88,7,3,100,5.78,0
15567,64,7434,9,15,3,102,9.31,0
15568,46,13101,62,47,2,104,1.94,1
15569,30,6436,31,19,2,108,2.11,1
15570,77,11841,61,17,3,103,7.14,0
15571,74,3357,33,23,2,101,6.67,0
15572,92,10939,72,29,2,108,7.15,0
15573,57,3344,52,3,1,100,2.97,1
15574,41,2848,83,27,1,101,7.65,0
15575,78,11281,73,33,3,107,6.93,0
15576,75,5295,99,33,2,107,4.98,1
15577,70,7222,36,49,2,108,3.16,1
15578,86,13268,34,5,2,103,5.5,0
15579,88,3363,96,33,2,109,4.31,1
15580,77,15142,9,45,2,103,2.1,1
15581,56,9007,67,36,3,103,2.46,1
15582,71,9918,17,18,1,104,3.65,1
15583,82,1968,5,25,2,100,6.49,0
15584,34,8138,27,14,2,105,5.81,0
15585,64,4237,72,42,3,109,1.54,1
15586,61,5600,6,10,2,106,4.86,1
15587,36,6689,27,24,2,109,1.22,1
15588,85,11788,5,38,1,109,1.67,1
15589,50,6895,29,34,3,104,6.98,0
15590,55,6698,19,31,3,107,5.43,0
15591,81,9896,48,15,3,105,5.4,0
15592,35,5550,94,34,1,101,5.4,0
15593,49,6335,14,24,2,100,4.71,1
15594,60,5112,51,49,2,105,8.54,0
15595,92,1119,68,37,3,102,1.44,1
15596,63,15751,21,46,1,101,1.83,1
15597,33,5399,12,34,1,102,2.19,1
15598,42,4311,95,10,3,101,1.33,1
15599,93,15676,83,45,2,107,4.8,1
15600,54,7752,51,39,3,108,3.07,1
15601,43,6896,30,34,2,105,1.68,1
15602,93,6219,93,37,2,100,4.97,1
15603,88,16118,44,47,3,106,7.34,0
15604,87,15138,64,6,3,106,1.42,1
15605,36,14034,88,4,2,105,7.86,0
15606,84,9203,6,46,3,101,5.57,0
15607,69,8015,57,4,2,101,7.33,0
15608,43,8136,17,8,2,108,2.95,1
15609,35,9591,10,39,1,106,4.56,1
15610,44,9214,29,44,1,106,8.63,0
15611,88,5239,79,40,2,103,4.24,1
15612,43,14022,16,40,3,104,4.81,1
15613,62,4564,35,29,2,103,5.12,0
15614,90,4074,25,2,1,108,4.24,1
15615,64,10010,85,11,1,100,6.77,0
15616,60,12667,22,1,2,100,7.76,0
15617,63,11079,52,9,1,105,6.88,0
15618,85,1069,94,13,3,102,3.9,1
15619,90,15275,15,9,2,103,9.11,0
15620,89,5225,77,46,2,109,1.45,1
15621,57,5821,19,31,2,106,10.0,0
15622,71,12967,61,9,3,109,5.87,0
15623,75,15896,21,11,2,100,8.51,0
15624,36,10287,14,5,2,100,8.6,0
15625,79,12963,76,4,2,106,3.28,1
15626,35,6577,46,10,2,109,1.43,1
15627,39,4790,45,33,3,108,9.44,0
15628,40,5544,12,44,3,105,5.83,0
15629,82,2873,65,2,3,101,7.89,0
15630,32,3740,63,7,2,103,4.48,1
15631,48,10237,58,45,3,101,9.97,0
15632,58,8734,25,9,2,103,3.88,1
15633,94,13998,43,16,2,107,4.35,1
15634,61,3685,25,17,1,108,3.47,1
15635,32,2520,58,22,1,101,4.0,1
15636,91,7827,36,7,1,109,7.92,0
15637,82,10245,84,9,1,106,6.4,0
15638,53,878,94,45,2,100,5.63,0
15639,69,4582,9,40,1,102,8.73,0
15640,40,1632,23,5,2,107,7.36,0
15641,45,8684,47,2,1,105,3.91,1
15642,61,11360,6,17,1,106,8.82,0
15643,81,5317,57,4,3,105,3.21,1
15644,82,9458,21,11,2,105,9.21,0
15645,44,11442,65,19,3,108,7.53,0
15646,41,13195,46,31,2,100,4.37,1
15647,41,7489,24,33,1,105,7.33,0
15648,79,14084,26,1,3,100,4.99,1
15649,58,8554,72,40,3,103,8.83,0
15650,93,9760,68,12,1,105,6.9,0
15651,75,15146,20,31,1,104,5.91,0
15652,50,4813,37,2,3,107,2.9,1
15653,43,1302,96,21,3,102,8.37,0
15654,69,3757,96,15,3,108,7.35,0
15655,30,10331,19,3,2,107,5.94,0
15656,72,13722,48,18,2,106,3.98,1
15657,47,12796,32,22,3,104,2.72,1
15658,78,11760,80,15,3,104,8.21,0
15659,33,7294,98,4,1,109,4.17,1
15660,62,13424,29,45,1,108,1.52,1
15661,44,12762,33,49,3,109,7.33,0
15662,79,14801,52,29,2,103,1.67,1
15663,30,1923,79,23,3,109,7.56,0
15664,36,12673,38,36,2,104,4.99,1
15665,52,1092,61,29,2,100,8.26,0
15666,88,4042,26,7,2,104,5.16,0
15667,66,12118,56,42,2,107,4.54,1
15668,81,8458,31,46,1,101,6.91,0
15669,68,3235,38,24,3,103,7.31,0
15670,34,2080,40,28,3,101,2.81,1
15671,53,8886,64,10,2,107,4.25,1
15672,30,11841,24,17,3,103,4.44,1
15673,65,12464,37,45,3,104,2.32,1
15674,73,11607,8,3,1,103,2.49,1
15675,44,4356,80,24,1,101,2.22,1
15676,48,11715,32,28,3,100,7.6,0
15677,34,15720,73,43,1,102,2.92,1
15678,91,11289,55,8,3,101,3.06,1
15679,92,7414,34,41,3,108,3.97,1
15680,90,901,32,27,1,106,3.91,1
15681,47,7011,59,4,1,108,1.76,1
15682,73,5977,55,6,2,103,7.89,0
15683,87,3338,49,9,1,102,2.49,1
15684,51,6459,86,12,1,106,5.64,0
15685,75,7840,13,20,3,105,7.67,0
15686,54,3544,24,14,1,109,8.56,0
15687,50,13640,54,35,2,106,1.02,1
15688,40,12417,21,1,3,104,4.67,1
15689,34,14611,84,14,2,107,8.8,0
15690,93,4693,39,2,2,104,6.11,0
15691,80,3504,92,18,3,100,7.82,0
15692,85,15380,31,7,1,105,2.33,1
15693,84,3054,22,1,3,104,4.08,1
15694,40,7972,49,20,1,100,4.92,1
15695,54,1683,27,8,2,103,4.87,1
15696,54,5252,14,29,2,104,4.14,1
15697,52,8283,36,1,2,108,5.74,0
15698,66,13846,45,12,1,104,8.97,0
15699,63,1805,82,44,2,106,8.88,0
15700,92,12646,64,12,2,100,9.7,0
15701,40,12923,30,40,1,102,4.25,1
15702,31,8968,27,46,1,106,3.76,1
15703,88,10571,80,17,2,102,1.78,1
15704,33,8581,17,11,2,101,9.03,0
15705,57,6850,68,4,2,108,9.91,0
15706,65,14382,24,26,2,106,5.94,0
15707,34,5972,69,49,2,106,7.23,0
15708,37,13732,8,25,1,105,3.54,1
15709,67,4577,96,11,2,104,6.72,0
15710,44,9206,18,10,3,109,9.18,0
15711,57,10090,94,19,2,102,3.4,1
15712,65,10227,66,25,3,106,3.72,1
15713,40,3737,17,27,3,105,1.33,1
15714,62,6286,24,27,3,107,8.16,0
15715,89,9053,36,26,3,100,1.09,1
15716,68,6864,72,5,2,104,8.64,0
15717,61,7477,31,21,1,100,9.45,0
15718,92,3549,94,32,2,101,8.69,0
15719,84,9667,64,15,3,103,9.31,0
15720,59,13500,80,26,1,106,8.1,0
15721,77,2243,57,12,1,108,2.57,1
15722,85,10201,20,44,3,104,3.04,1
15723,72,10045,23,5,1,109,5.57,0
15724,42,7620,8,39,1,109,2.43,1
15725,82,6205,52,15,3,102,9.69,0
15726,30,14806,87,23,2,106,3.72,1
15727,68,13574,38,7,2,108,3.15,1
15728,88,4732,29,42,1,103,7.51,0
15729,80,14105,98,20,3,101,6.41,0
15730,68,1784,94,3,3,100,3.38,1
15731,85,8515,26,32,1,104,9.39,0
15732,83,10772,33,7,2,108,4.16,1
15733,92,8297,27,9,1,108,5.68,0
15734,69,3364,43,25,3,107,8.61,0
15735,65,13369,71,12,2,104,9.46,0
15736,38,15758,7,35,2,104,4.75,1
15737,34,7170,51,27,1,109,5.24,0
15738,70,7377,43,6,3,102,2.97,1
15739,37,2919,57,21,2,103,4.48,1
15740,78,11639,48,14,2,107,1.72,1
15741,74,14164,89,5,1,101,3.47,1
15742,62,13788,44,23,3,101,9.37,0
15743,78,3766,40,20,2,102,7.7,0
15744,77,2013,99,2,1,103,8.98,0
15745,92,7350,68,46,1,103,3.59,1
15746,54,7228,26,30,2,100,5.17,0
15747,42,1596,72,42,1,103,4.22,1
15748,67,8008,78,11,1,104,8.54,0
15749,39,1091,73,12,2,106,9.49,0
15750,43,12970,46,49,2,104,1.59,1
15751,63,13561,91,18,2,104,4.84,1
15752,92,12678,92,3,2,108,8.85,0
15753,88,1428,68,27,2,102,1.73,1
15754,31,12246,76,42,2,109,1.23,1
15755,91,15611,69,35,2,102,3.8,1
15756,68,11546,97,41,3,107,9.85,0
15757,52,6787,40,7,1,108,3.55,1
15758,45,15742,26,3,3,101,3.41,1
15759,44,14327,12,40,2,107,2.61,1
15760,78,2842,58,7,2,107,9.98,0
15761,31,5594,21,6,3,103,5.82,0
15762,81,2342,47,7,3,102,1.97,1
15763,66,12544,67,4,2,103,8.11,0
15764,64,7146,31,5,2,106,6.39,0
15765,35,10789,18,9,3,100,3.4,1
15766,76,2804,29,45,1,106,2.35,1
15767,75,1118,98,35,2,106,2.02,1
15768,68,9241,80,10,1,101,3.25,1
15769,46,6518,82,2,1,107,6.16,0
15770,35,3534,66,35,2,103,9.1,0
15771,32,8737,79,30,1,109,5.09,0
15772,41,2754,86,11,2,101,5.93,0
15773,39,7840,17,2,1,103,3.05,1
15774,57,9511,53,43,1,104,5.3,0
15775,89,9829,21,21,1,105,3.23,1
15776,37,8962,87,23,1,106,1.92,1
15777,93,6802,45,21,3,107,7.76,0
15778,31,13397,92,15,2,108,9.66,0
15779,52,1664,87,6,1,104,8.37,0
15780,46,4902,52,21,3,107,5.82,0
15781,80,3959,86,47,3,102,6.39,0
15782,87,4809,6,26,1,101,6.92,0
15783,33,14379,90,23,3,104,5.83,0
15784,30,16282,86,5,2,102,5.45,0
15785,93,12398,7,34,1,103,8.05,0
15786,82,7054,69,48,2,104,7.37,0
15787,42,11178,78,24,2,102,4.63,1
15788,77,9912,77,18,3,104,4.85,1
15789,91,15071,98,45,3,109,4.3,1
15790,83,13721,43,8,2,104,3.79,1
15791,49,10234,89,1,1,107,5.81,0
15792,38,6900,96,36,2,103,3.64,1
15793,35,5663,16,30,1,106,9.67,0
15794,72,14669,33,36,3,108,2.76,1
15795,80,5728,47,34,3,109,9.34,0
15796,59,15969,83,33,2,103,6.03,0
15797,52,2587,59,42,2,107,2.59,1
15798,40,3400,58,25,1,109,4.88,1
15799,51,7519,31,27,1,103,2.26,1
15800,53,10419,63,28,2,101,3.41,1
15801,63,2717,49,44,1,102,8.51,0
15802,48,1562,54,6,1,105,5.58,0
15803,60,568,5,2,2,108,2.0,1
15804,31,8241,41,27,2,101,5.54,0
15805,78,16190,66,35,3,107,9.6,0
15806,49,913,70,27,2,100,3.85,1
15807,40,15750,5,14,2,101,3.35,1
15808,91,1442,34,22,3,101,7.44,0
15809,58,7677,79,28,3,109,4.06,1
15810,62,15060,19,14,1,108,8.42,0
15811,88,5535,21,39,1,106,9.58,0
15812,72,14874,86,47,2,100,4.15,1
15813,76,1770,24,43,1,102,7.52,0
15814,60,5645,95,10,3,102,1.29,1
15815,41,771,64,41,1,105,8.38,0
15816,71,10403,14,29,1,101,7.27,0
15817,89,7021,80,6,2,106,8.84,0
15818,38,13974,92,42,2,100,5.48,0
15819,92,6001,54,42,2,103,8.63,0
15820,88,15335,58,32,1,103,7.13,0
15821,66,12291,96,3,2,102,6.02,0
15822,42,790,86,1,1,100,2.33,1
15823,90,7169,84,41,2,105,5.86,0
15824,58,5242,97,1,1,105,7.05,0
15825,56,12775,50,9,3,100,5.25,0
15826,47,12649,75,38,2,105,1.53,1
15827,38,7912,59,18,2,108,9.97,0
15828,87,4671,99,19,2,109,7.04,0
15829,62,15319,28,34,3,108,5.29,0
15830,35,6532,38,36,1,109,5.78,0
15831,75,11926,78,32,2,106,8.66,0
15832,31,8915,21,32,1,107,2.05,1
15833,30,4931,7,36,1,104,7.88,0
15834,85,5758,73,28,1,102,9.92,0
15835,47,914,69,25,1,100,8.15,0
15836,55,16328,77,7,2,105,8.12,0
15837,39,6022,44,6,3,102,7.42,0
15838,33,7448,69,5,1,102,6.49,0
15839,77,12706,10,24,2,109,4.95,1
15840,57,5582,68,3,1,100,7.4,0
15841,37,8733,25,6,1,101,5.16,0
15842,88,16295,16,13,2,101,6.33,0
15843,48,5438,96,18,2,104,6.33,0
15844,82,8233,74,25,3,100,4.19,1
15845,33,3597,5,2,1,109,9.04,0
15846,42,11626,86,3,2,108,4.1,1
15847,63,5636,44,40,1,107,9.46,0
15848,71,11754,21,30,3,104,3.85,1
15849,68,9323,62,33,2,109,3.4,1
15850,46,5878,28,48,3,100,4.74,1
15851,71,2991,77,31,3,107,1.25,1
15852,53,10850,45,31,3,107,3.46,1
15853,58,12418,66,4,2,104,5.66,0
15854,59,13852,73,45,3,100,7.82,0
15855,60,3794,83,37,2,105,8.09,0
15856,78,11111,68,41,3,109,8.8,0
15857,93,13379,89,10,3,106,9.95,0
15858,47,9457,49,6,2,107,6.3,0
15859,40,13995,57,32,1,100,9.79,0
15860,34,4043,56,35,3,103,2.74,1
15861,88,9375,20,14,3,109,4.17,1
15862,77,9855,62,28,1,102,8.94,0
15863,49,3279,91,8,2,102,8.91,0
15864,58,14234,76,28,3,103,3.88,1
15865,73,11655,28,48,3,103,5.64,0
15866,91,4459,68,44,3,106,9.72,0
15867,53,9051,51,26,2,107,2.7,1
15868,90,13790,67,33,2,104,8.61,0
15869,39,10439,62,15,1,105,5.93,0
15870,70,1562,88,22,3,108,4.42,1
15871,92,14468,62,48,3,100,9.61,0
15872,38,13574,61,49,1,104,8.9,0
15873,93,3488,41,11,1,103,3.54,1
15874,82,2200,8,42,3,106,7.61,0
15875,81,15307,95,16,1,105,3.96,1
15876,45,15520,79,2,2,100,3.3,1
15877,35,13190,88,47,3,106,4.71,1
15878,42,5358,8,21,2,100,7.99,0
15879,78,5307,51,9,3,108,2.09,1
15880,34,3073,27,45,3,106,4.42,1
15881,56,9239,82,23,1,100,8.08,0
15882,32,14984,90,33,3,106,8.68,0
15883,75,11334,9,22,3,101,3.04,1
15884,33,12218,60,1,1,107,4.55,1
15885,40,15304,64,38,1,102,2.66,1
15886,83,14165,29,21,2,100,5.93,0
15887,35,11048,20,10,1,109,9.08,0
15888,89,9437,88,7,1,104,9.24,0
15889,49,9989,55,48,2,106,6.48,0
15890,91,2537,40,32,3,105,3.38,1
15891,92,2250,99,19,2,109,4.68,1
15892,49,9957,35,22,3,105,7.36,0
15893,80,2761,92,5,3,102,7.08,0
15894,94,13576,13,29,3,100,3.84,1
15895,48,10737,16,3,2,100,1.08,1
15896,36,5914,72,34,3,106,2.21,1
15897,45,4982,56,37,3,109,7.35,0
15898,81,13158,64,35,2,102,3.54,1
15899,77,6773,93,41,2,100,7.33,0
15900,44,618,8,5,3,107,9.11,0
15901,32,1518,30,4,1,103,7.3,0
15902,66,13558,35,48,3,107,5.9,0
15903,93,8679,12,34,2,107,9.72,0
15904,53,15388,60,12,1,107,9.46,0
15905,79,14454,95,35,3,101,4.49,1
15906,66,8744,11,36,1,102,6.87,0
15907,81,1964,51,35,3,103,2.11,1
15908,87,10856,7,35,2,107,2.32,1
15909,37,12451,17,3,2,103,2.38,1
15910,82,2775,52,6,3,107,5.64,0
15911,77,1933,99,17,2,104,5.52,0
15912,84,13132,77,34,3,108,9.43,0
15913,86,7695,81,21,1,103,2.2,1
15914,32,2137,77,15,3,104,6.21,0
15915,33,10371,61,46,2,104,8.69,0
15916,73,7484,55,17,1,108,6.34,0
15917,75,2176,91,4,1,102,8.74,0
15918,53,6225,6,14,3,106,5.87,0
15919,33,7339,44,3,3,107,9.35,0
15920,68,11364,16,38,3,101,3.53,1
15921,38,6436,38,18,2,108,6.46,0
15922,86,4961,15,1,3,104,7.04,0
15923,38,5446,77,44,1,107,4.35,1
15924,58,4414,63,4,2,109,7.04,0
15925,60,9905,89,39,1,104,2.77,1
15926,86,4247,19,37,3,106,3.97,1
15927,77,13964,99,45,3,103,5.07,0
15928,91,4218,27,16,2,107,9.47,0
15929,65,5777,6,24,2,105,4.94,1
15930,57,13099,61,40,3,105,1.15,1
15931,80,15459,23,44,2,109,2.38,1
15932,38,13278,45,11,3,100,1.38,1
15933,47,9120,5,49,3,104,5.47,0
15934,90,14794,58,48,2,108,1.45,1
15935,89,2398,39,42,1,101,8.4,0
15936,34,751,55,40,2,102,6.09,0
15937,79,15773,52,39,1,108,1.96,1
15938,48,3939,14,24,2,104,8.33,0
15939,43,10496,7,49,2,103,9.71,0
15940,61,11055,57,37,1,100,9.04,0
15941,78,2892,73,34,1,100,5.71,0
15942,73,13740,93,27,1,108,2.61,1
15943,51,4523,49,42,2,101,8.93,0
15944,69,14255,81,31,2,106,2.41,1
15945,71,7173,11,2,2,102,4.7,1
15946,70,3282,95,3,1,101,7.64,0
15947,36,15482,82,23,3,101,8.73,0
15948,38,6546,87,7,3,109,4.77,1
15949,64,9480,81,35,3,102,6.36,0
15950,57,12960,13,24,3,107,9.19,0
15951,92,1186,66,21,3,105,6.87,0
15952,65,2326,52,24,2,103,4.65,1
15953,34,2333,63,39,3,102,6.43,0
15954,61,15764,57,23,1,107,3.58,1
15955,62,6360,55,48,1,107,1.7,1
15956,77,8832,17,25,3,100,1.09,1
15957,68,15434,25,10,2,105,4.72,1
15958,30,7026,12,27,1,107,8.52,0
15959,41,12926,71,13,1,109,3.82,1
15960,92,4127,86,49,2,102,9.16,0
15961,41,4259,68,30,3,106,5.39,0
15962,74,7480,82,25,2,103,3.82,1
15963,54,5814,10,25,1,102,4.6,1
15964,35,13522,69,48,2,104,6.52,0
15965,36,13937,85,13,2,107,7.77,0
15966,76,15073,85,46,2,102,6.18,0
15967,32,10961,29,15,1,102,3.3,1
15968,45,10355,22,49,3,105,8.6,0
15969,43,11471,25,1,1,108,5.5,0
15970,88,3307,10,5,2,100,2.91,1
15971,76,16013,97,37,3,106,2.87,1
15972,60,10171,57,27,3,100,7.88,0
15973,52,15449,74,45,3,102,8.0,0
15974,41,1209,19,28,2,103,5.36,0
15975,90,6287,55,8,3,107,9.02,0
15976,32,14519,79,40,2,102,4.31,1
15977,89,12921,20,3,1,100,9.41,0
15978,69,4399,97,20,1,100,2.77,1
15979,38,15425,88,20,2,104,5.6,0
15980,81,4963,37,17,3,103,6.9,0
15981,82,10266,36,1,1,100,9.58,0
15982,64,3348,79,5,3,102,4.37,1
15983,93,15920,19,27,3,107,7.42,0
15984,32,8601,46,40,1,107,5.96,0
15985,59,11182,28,45,2,102,3.88,1
15986,62,8483,90,37,3,104,9.52,0
15987,58,12055,59,26,3,109,7.47,0
15988,89,4795,43,28,3,103,3.55,1
15989,75,4035,65,5,1,106,4.51,1
15990,62,4622,57,38,1,100,5.29,0
15991,90,6594,16,27,1,106,3.16,1
15992,75,1953,71,43,3,106,2.73,1
15993,54,14897,96,39,2,102,3.53,1
15994,86,9759,70,21,3,101,7.99,0
